,VC0175,VC0176,VC0177,VC0178,VC0179,VC0180,VC0181,VC0182,VC0183,VC0184,VC0185
6350,Staphylococcus aureus 1101-1 2011[gi|65996xxxx],,,,,,,,,,
6351,Staphylococcus aureus 1101-2 2011[gi|65996xxxx],,,,,,,,,,
6352,Staphylococcus aureus 1801-1 2011[gi|65996xxxx],,,,,,,,,,
6353,Staphylococcus aureus 1801-2 2011[gi|65997xxxx],,,,,,,,,,
6354,Staphylococcus aureus subsp. aureus[gi|66298xxxx],,,,,,,,,,
6355,Staphylococcus aureus subsp. aureus CO-06[gi|66868xxxx],,,,,,,,,,
6356,Staphylococcus aureus subsp. aureus SA268[gi|67094xxxx],,,,,,,,,,
6357,Staphylococcus aureus[gi|68742xxxx],,,,,,,,,,
6358,Staphylococcus aureus subsp. aureus[gi|70031xxxx],,,,,,,,,,
6359,Staphylococcus aureus[gi|74360xxxx],,,,,,,,,,
6360,Staphylococcus aureus[gi|74361xxxx],,,,,,,,,,
6361,Staphylococcus aureus[gi|74361xxxx],,,,,,,,,,
6362,Staphylococcus aureus[gi|74362xxxx],,,,,,,,,,
6363,Staphylococcus aureus[gi|74362xxxx],,,,,,,,,,
6364,Staphylococcus aureus[gi|74365xxxx],,,,,,,,,,
6365,Staphylococcus aureus MRSA_CVM43477[gi|75181xxxx],,,,,,,,,,
6366,Staphylococcus aureus[gi|75662xxxx],,,,,,,,,,
6367,Staphylococcus aureus subsp. aureus[gi|75821xxxx],,,,,,,,,,
6368,Staphylococcus aureus subsp. aureus[gi|75821xxxx],,,,,,,,,,
6369,Staphylococcus aureus subsp. aureus[gi|75821xxxx],,,,,,,,,,
6370,Staphylococcus aureus subsp. aureus[gi|75822xxxx],,,,,,,,,,
6371,Staphylococcus aureus subsp. aureus[gi|75822xxxx],,,,,,,,,,
6372,Staphylococcus aureus subsp. aureus[gi|75823xxxx],,,,,,,,,,
6373,Staphylococcus aureus subsp. aureus[gi|75824xxxx],,,,,,,,,,
6374,Staphylococcus aureus subsp. aureus[gi|75824xxxx],,,,,,,,,,
6375,Staphylococcus aureus subsp. aureus[gi|75825xxxx],,,,,,,,,,
6376,Staphylococcus aureus subsp. aureus[gi|75825xxxx],,,,,,,,,,
6377,Staphylococcus aureus subsp. aureus[gi|75825xxxx],,,,,,,,,,
6378,Staphylococcus aureus[gi|76022xxxx],,,,,,,,,,
6379,Staphylococcus aureus[gi|76022xxxx],,,,,,,,,,
6380,Staphylococcus aureus[gi|76046xxxx],,,,,,,,,,
6381,Staphylococcus aureus[gi|76048xxxx],,,,,,,,,,
6382,Staphylococcus aureus[gi|76049xxxx],,,,,,,,,,
6383,Staphylococcus aureus[gi|76049xxxx],,,,,,,,,,
6384,Staphylococcus aureus[gi|76164xxxx],,,,,,,,,,
6385,Staphylococcus aureus[gi|80197xxxx],,,,,,,,,,
6386,Staphylococcus aureus subsp. anaerobius[gi|81578xxxx],,,,,,,,,,
6387,Staphylococcus aureus MRSN 2761[gi|81609xxxx],,,,,,,,,,
6388,Staphylococcus aureus MRSN 8613[gi|81611xxxx],,,,,,,,,,
6389,Staphylococcus aureus MRSN 8611[gi|81611xxxx],,,,,,,,,,
6390,Staphylococcus aureus[gi|81623xxxx],,,,,,,,,,
6391,Staphylococcus aureus[gi|81623xxxx],,,,,,,,,,
6392,Staphylococcus aureus subsp. aureus DSM 20231[gi|82744xxxx],,,,,,,,,,
6393,Staphylococcus aureus[gi|82744xxxx],,,,,,,,,,
6394,Staphylococcus aureus[gi|85760xxxx],,,,,,,,,,
6395,Staphylococcus aureus[gi|85760xxxx],,,,,,,,,,
6396,Staphylococcus aureus[gi|85781xxxx],,,,,,,,,,
6397,Staphylococcus aureus[gi|85785xxxx],,,,,,,,,,
6398,Staphylococcus aureus[gi|85785xxxx],,,,,,,,,,
6399,Staphylococcus aureus[gi|85785xxxx],,,,,,,,,,
6400,Staphylococcus aureus[gi|85786xxxx],,,,,,,,,,
6401,Staphylococcus aureus[gi|85787xxxx],,,,,,,,,,
6402,Staphylococcus aureus[gi|85788xxxx],,,,,,,,,,
6403,Staphylococcus aureus subsp. aureus[gi|86165xxxx],,,,,,,,,,
6404,Staphylococcus aureus subsp. aureus[gi|86165xxxx],,,,,,,,,,
6405,Staphylococcus aureus[gi|86179xxxx],,,,,,,,,,
6406,Staphylococcus aureus[gi|86180xxxx],,,,,,,,,,
6407,Staphylococcus aureus[gi|86180xxxx],,,,,,,,,,
6408,Staphylococcus aureus[gi|86180xxxx],,,,,,,,,,
6409,Staphylococcus aureus[gi|86181xxxx],,,,,,,,,,
6410,Staphylococcus aureus[gi|86181xxxx],,,,,,,,,,
6411,Staphylococcus aureus[gi|86182xxxx],,,,,,,,,,
6412,Staphylococcus aureus[gi|86182xxxx],,,,,,,,,,
6413,Staphylococcus aureus[gi|86182xxxx],,,,,,,,,,
6414,Staphylococcus aureus[gi|86182xxxx],,,,,,,,,,
6415,Staphylococcus aureus[gi|86183xxxx],,,,,,,,,,
6416,Staphylococcus aureus[gi|86183xxxx],,,,,,,,,,
6417,Staphylococcus aureus[gi|86183xxxx],,,,,,,,,,
6418,Staphylococcus aureus[gi|86184xxxx],,,,,,,,,,
6419,Staphylococcus aureus[gi|86184xxxx],,,,,,,,,,
6420,Staphylococcus aureus[gi|86184xxxx],,,,,,,,,,
6421,Staphylococcus aureus[gi|86185xxxx],,,,,,,,,,
6422,Staphylococcus aureus[gi|86185xxxx],,,,,,,,,,
6423,Staphylococcus aureus[gi|86186xxxx],,,,,,,,,,
6424,Staphylococcus aureus[gi|86186xxxx],,,,,,,,,,
6425,Staphylococcus aureus[gi|86187xxxx],,,,,,,,,,
6426,Staphylococcus aureus[gi|86187xxxx],,,,,,,,,,
6427,Staphylococcus aureus[gi|86187xxxx],,,,,,,,,,
6428,Staphylococcus aureus[gi|86187xxxx],,,,,,,,,,
6429,Staphylococcus aureus[gi|86188xxxx],,,,,,,,,,
6430,Staphylococcus aureus[gi|86188xxxx],,,,,,,,,,
6431,Staphylococcus aureus[gi|86189xxxx],,,,,,,,,,
6432,Staphylococcus aureus[gi|86189xxxx],,,,,,,,,,
6433,Staphylococcus aureus[gi|86189xxxx],,,,,,,,,,
6434,Staphylococcus aureus[gi|86190xxxx],,,,,,,,,,
6435,Staphylococcus aureus[gi|86190xxxx],,,,,,,,,,
6436,Staphylococcus aureus[gi|86191xxxx],,,,,,,,,,
6437,Staphylococcus aureus[gi|86191xxxx],,,,,,,,,,
6438,Staphylococcus aureus[gi|86191xxxx],,,,,,,,,,
6439,Staphylococcus aureus[gi|86192xxxx],,,,,,,,,,
6440,Staphylococcus aureus[gi|86192xxxx],,,,,,,,,,
6441,Staphylococcus aureus[gi|86192xxxx],,,,,,,,,,
6442,Staphylococcus aureus[gi|86193xxxx],,,,,,,,,,
6443,Staphylococcus aureus[gi|86193xxxx],,,,,,,,,,
6444,Staphylococcus aureus[gi|86193xxxx],,,,,,,,,,
6445,Staphylococcus aureus[gi|86194xxxx],,,,,,,,,,
6446,Staphylococcus aureus[gi|86194xxxx],,,,,,,,,,
6447,Staphylococcus aureus[gi|86194xxxx],,,,,,,,,,
6448,Staphylococcus aureus[gi|86194xxxx],,,,,,,,,,
6449,Staphylococcus aureus[gi|86195xxxx],,,,,,,,,,
6450,Staphylococcus aureus[gi|89730xxxx],,,,,,,,,,
6451,Staphylococcus haemolyticus[gi|89731xxxx],,,,,,,,,,
6452,Staphylococcus aureus subsp. aureus[gi|89975xxxx],,,,,,,,,,
6453,Staphylococcus aureus subsp. aureus[gi|89975xxxx],,,,,,,,,,
6454,Staphylococcus aureus[gi|92325xxxx],,,,,,,,,,
6455,Staphylococcus aureus[gi|92325xxxx],,,,,,,,,,
6456,Staphylococcus aureus[gi|92325xxxx],,,,,,,,,,
6457,Staphylococcus aureus[gi|92325xxxx],,,,,,,,,,
6458,Staphylococcus aureus[gi|92326xxxx],,,,,,,,,,
6459,Staphylococcus aureus[gi|92326xxxx],,,,,,,,,,
6460,Staphylococcus aureus[gi|92519xxxx],,,,,,,,,,
6461,Staphylococcus aureus[gi|92704xxxx],,,,,,,,,,
6462,Staphylococcus aureus[gi|92933xxxx],,,,,,,,,,
6463,Staphylococcus aureus[gi|92934xxxx],,,,,,,,,,
6464,Staphylococcus aureus[gi|92934xxxx],,,,,,,,,,
6465,Staphylococcus aureus subsp. aureus[gi|92986xxxx],,,,,,,,,,
6466,Staphylococcus aureus[gi|93058xxxx],,,,,,,,,,
6467,Staphylococcus aureus[gi|93662xxxx],,,,,,,,,,
6468,Staphylococcus aureus[gi|93662xxxx],,,,,,,,,,
6469,Staphylococcus aureus subsp. aureus[gi|93730xxxx],,,,,,,,,,
6470,Staphylococcus aureus[gi|94082xxxx],,,,,,,,,,
6471,Staphylococcus aureus[gi|94082xxxx],,,,,,,,,,
6472,Staphylococcus aureus[gi|94083xxxx],,,,,,,,,,
6473,Staphylococcus pseudintermedius[gi|50442xxxx],,,,,,,,,,
6474,Staphylococcus pseudintermedius ED99[gi|32346xxxx],,,,,,,,,,
6475,Leptotrichia hofstadii[gi|65235xxxx],,,,,,,,,,
6476,Staphylococcus aureus subsp. aureus USA300_TCH1516[gi|16036xxxx],,,,,,,,,,
6477,Staphylococcus aureus subsp. aureus USA300_TCH959[gi|25372xxxx],,,,,,,,,,
6478,Staphylococcus aureus subsp. aureus TCH130[gi|25372xxxx],,,,,,,,,,
6479,Staphylococcus aureus A9754[gi|29482xxxx],,,,,,,,,,
6480,Staphylococcus aureus A8819[gi|29496xxxx],,,,,,,,,,
6481,Staphylococcus aureus subsp. aureus ATCC 51811[gi|29688xxxx],,,,,,,,,,
6482,Staphylococcus aureus A8796[gi|29717xxxx],,,,,,,,,,
6483,Staphylococcus aureus subsp. aureus TCH70[gi|30088xxxx],,,,,,,,,,
6484,Staphylococcus aureus subsp. aureus ATCC BAA-39[gi|30434xxxx],,,,,,,,,,
6485,Staphylococcus aureus subsp. aureus MRSA131[gi|32014xxxx],,,,,,,,,,
6486,Staphylococcus aureus subsp. aureus MRSA177[gi|32014xxxx],,,,,,,,,,
6487,Staphylococcus aureus subsp. aureus CM05[gi|40234xxxx],,,,,,,,,,
6488,Staphylococcus aureus subsp. aureus ST228[gi|40842xxxx],,,,,,,,,,
6489,Staphylococcus aureus subsp. aureus ST228[gi|40842xxxx],,,,,,,,,,
6490,Staphylococcus aureus subsp. aureus ST228[gi|40842xxxx],,,,,,,,,,
6491,Staphylococcus aureus subsp. aureus ST228[gi|40842xxxx],,,,,,,,,,
6492,Staphylococcus aureus subsp. aureus ST228[gi|40843xxxx],,,,,,,,,,
6493,Staphylococcus aureus subsp. aureus ST228[gi|40843xxxx],,,,,,,,,,
6494,Staphylococcus aureus subsp. aureus ST228[gi|40843xxxx],,,,,,,,,,
6495,Staphylococcus aureus subsp. aureus ST228[gi|40843xxxx],,,,,,,,,,
6496,Staphylococcus aureus subsp. aureus CN1[gi|53739xxxx],,,,,,,,,,
6497,Staphylococcus aureus subsp. aureus PSP1996[gi|55743xxxx],,,,,,,,,,
6498,Staphylococcus aureus 880[gi|61884xxxx],,,,,,,,,,
6499,Staphylococcus aureus 917[gi|74483xxxx],,,,,,,,,,
6500,Staphylococcus aureus subsp. aureus[gi|78188xxxx],,,,,,,,,,
6501,Staphylococcus aureus subsp. aureus[gi|78188xxxx],,,,,,,,,,
6502,Lactobacillus johnsonii pf01[gi|33876xxxx],,,,,,,,,,
6503,Algoriphagus mannitolivorans[gi|65255xxxx],,,,,,,,,,
6504,Staphylococcus aureus[gi|68611xxxx],,,,,,,,,,
6505,Staphylococcus aureus[gi|68619xxxx],,,,,,,,,,
6506,Clostridium[gi|50300xxxx],,,,,,,,,,
6507,Clostridium ljungdahlii DSM 13528[gi|30043xxxx],,,,,,,,,,
6508,Clostridium autoethanogenum DSM 10061[gi|55390xxxx],,,,,,,,,,
6509,Methylobacterium[gi|48969xxxx],,,,,,,,,,
6510,Methylobacterium populi BJ001[gi|17934xxxx],,,,,,,,,,
6511,Methylobacterium extorquens DSM 13060[gi|37356xxxx],,,,,,,,,,
6512,Methylobacterium sp. ARG-1[gi|91325xxxx],,,,,,,,,,
6513,Staphylococcus[gi|48837xxxx],,,,,,,,,,
6514,Staphylococcus caprae M23864:W1[gi|24234xxxx],,,,,,,,,,
6515,Staphylococcus pseudintermedius[gi|73968xxxx],,,,,,,,,,
6516,Lactobacillus casei W56[gi|40635xxxx],,,,,,,,,,
6517,Lactobacillus hominis[gi|49574xxxx],,,,,,,,,,
6518,Lactobacillus hominis DSM 23910 = CRBIP 24.179[gi|39448xxxx],,,,,,,,,,
6519,Lactobacillus johnsonii[gi|49103xxxx],,,,,,,,,,
6520,Lactobacillus johnsonii NCC 533[gi|4158xxxx],,,,,,,,,,
6521,Lactobacillus johnsonii ATCC 33200[gi|22785xxxx],,,,,,,,,,
6522,Lactobacillus johnsonii DPC 6026[gi|32966xxxx],,,,,,,,,,
6523,Lactobacillus johnsonii N6.2[gi|55916xxxx],,,,,,,,,,
6524,Lactobacillus johnsonii 16[gi|91878xxxx],,,,,,,,,,
6525,Lactobacillus gasseri[gi|89614xxxx],,,,,,,,,,
6526,Leptotrichia trevisanii[gi|65235xxxx],,,,,,,,,,
6527,Lactobacillus[gi|48974xxxx],,,,,,,,,,
6528,Lactobacillus gasseri ATCC 33323 = JCM 1131[gi|11609xxxx],,,,,,,,,,
6529,Lactobacillus gasseri 202-4[gi|23883xxxx],,,,,,,,,,
6530,Lactobacillus johnsonii FI9785[gi|26239xxxx],,,,,,,,,,
6531,Lactobacillus gasseri 224-1[gi|28255xxxx],,,,,,,,,,
6532,Lactobacillus gasseri JV-V03[gi|30035xxxx],,,,,,,,,,
6533,Lactobacillus gasseri CECT 5714[gi|39840xxxx],,,,,,,,,,
6534,Lactobacillus gasseri 2016[gi|53068xxxx],,,,,,,,,,
6535,Lactobacillus gasseri K7[gi|63279xxxx],,,,,,,,,,
6536,Lactobacillus gasseri SJ-9E-US[gi|67515xxxx],,,,,,,,,,
6537,Lactobacillus gasseri SV-16A-US[gi|67516xxxx],,,,,,,,,,
6538,Prevotella disiens[gi|73900xxxx],,,,,,,,,,
6539,Prevotella disiens DNF00882[gi|69080xxxx],,,,,,,,,,
6540,Staphylococcus intermedius[gi|51799xxxx],,,,,,,,,,
6541,Lactobacillus casei group[gi|51165xxxx],,,,,,,,,,
6542,Lactobacillus paracasei subsp. tolerans Lpl7[gi|51137xxxx],,,,,,,,,,
6543,Lactobacillus paracasei subsp. paracasei CNCM I-4270[gi|51142xxxx],,,,,,,,,,
6544,Lactobacillus paracasei subsp. paracasei Lpp123[gi|51142xxxx],,,,,,,,,,
6545,Lactobacillus paracasei subsp. tolerans Lpl14[gi|51143xxxx],,,,,,,,,,
6546,Leptotrichia sp. oral taxon 225[gi|54566xxxx],,,,,,,,,,
6547,Leptotrichia sp. oral taxon 225 str. F0581[gi|54436xxxx],,,,,,,,,,
6548,[Hallella[gi|65448xxxx],,,,,,,,,,
6549,Lactobacillus[gi|48966xxxx],,,,,,,,,,
6550,Lactobacillus casei BL23[gi|19071xxxx],,,,,,,,,,
6551,Lactobacillus paracasei subsp. paracasei ATCC 25302[gi|22718xxxx],,,,,,,,,,
6552,Lactobacillus paracasei subsp. paracasei 8700:2[gi|23952xxxx],,,,,,,,,,
6553,Lactobacillus casei str. Zhang[gi|30043xxxx],,,,,,,,,,
6554,Lactobacillus casei LC2W[gi|32738xxxx],,,,,,,,,,
6555,Lactobacillus casei BD-II[gi|32738xxxx],,,,,,,,,,
6556,Lactobacillus casei 12A[gi|41052xxxx],,,,,,,,,,
6557,Lactobacillus casei 32G[gi|41052xxxx],,,,,,,,,,
6558,Lactobacillus casei 21/1[gi|41052xxxx],,,,,,,,,,
6559,Lactobacillus casei CRF28[gi|41053xxxx],,,,,,,,,,
6560,Lactobacillus casei M36[gi|41053xxxx],,,,,,,,,,
6561,Lactobacillus casei UCD174[gi|41054xxxx],,,,,,,,,,
6562,Lactobacillus casei UW1[gi|41054xxxx],,,,,,,,,,
6563,Lactobacillus casei UW4[gi|41054xxxx],,,,,,,,,,
6564,Lactobacillus casei Lpc-37[gi|41055xxxx],,,,,,,,,,
6565,Lactobacillus casei Lc-10[gi|41055xxxx],,,,,,,,,,
6566,Lactobacillus paracasei subsp. paracasei Lpp122[gi|51138xxxx],,,,,,,,,,
6567,Lactobacillus paracasei subsp. paracasei Lpp226[gi|51138xxxx],,,,,,,,,,
6568,Lactobacillus paracasei subsp. paracasei Lpp17[gi|51138xxxx],,,,,,,,,,
6569,Lactobacillus paracasei subsp. paracasei Lpp46[gi|51138xxxx],,,,,,,,,,
6570,Lactobacillus paracasei subsp. paracasei Lpp22[gi|51139xxxx],,,,,,,,,,
6571,Lactobacillus paracasei subsp. paracasei Lpp223[gi|51139xxxx],,,,,,,,,,
6572,Lactobacillus paracasei subsp. paracasei Lpp120[gi|51139xxxx],,,,,,,,,,
6573,Lactobacillus paracasei subsp. paracasei Lpp225[gi|51140xxxx],,,,,,,,,,
6574,Lactobacillus paracasei subsp. paracasei Lpp74[gi|51140xxxx],,,,,,,,,,
6575,Lactobacillus paracasei subsp. paracasei Lpp219[gi|51140xxxx],,,,,,,,,,
6576,Lactobacillus paracasei subsp. paracasei Lpp229[gi|51140xxxx],,,,,,,,,,
6577,Lactobacillus paracasei subsp. paracasei Lpp7[gi|51141xxxx],,,,,,,,,,
6578,Lactobacillus paracasei subsp. paracasei Lpp189[gi|51142xxxx],,,,,,,,,,
6579,Lactobacillus paracasei subsp. paracasei Lpp228[gi|51143xxxx],,,,,,,,,,
6580,Lactobacillus paracasei subsp. paracasei Lpp41[gi|51143xxxx],,,,,,,,,,
6581,Lactobacillus paracasei subsp. paracasei Lpp71[gi|51144xxxx],,,,,,,,,,
6582,Lactobacillus paracasei subsp. paracasei Lpp221[gi|51144xxxx],,,,,,,,,,
6583,Lactobacillus paracasei subsp. paracasei Lpp37[gi|51145xxxx],,,,,,,,,,
6584,Lactobacillus paracasei subsp. paracasei Lpp43[gi|51145xxxx],,,,,,,,,,
6585,Lactobacillus paracasei subsp. paracasei Lpp49[gi|51146xxxx],,,,,,,,,,
6586,Lactobacillus paracasei subsp. paracasei Lpp227[gi|51146xxxx],,,,,,,,,,
6587,Lactobacillus paracasei subsp. paracasei Lpp125[gi|51147xxxx],,,,,,,,,,
6588,Lactobacillus paracasei subsp. paracasei CNCM I-2877[gi|51148xxxx],,,,,,,,,,
6589,Lactobacillus paracasei subsp. paracasei Lpp70[gi|51148xxxx],,,,,,,,,,
6590,Lactobacillus paracasei subsp. paracasei Lpp48[gi|51148xxxx],,,,,,,,,,
6591,Lactobacillus casei LOCK919[gi|52137xxxx],,,,,,,,,,
6592,Lactobacillus paracasei subsp. paracasei JCM 8130[gi|53067xxxx],,,,,,,,,,
6593,Lactobacillus casei 5b[gi|54945xxxx],,,,,,,,,,
6594,Lactobacillus paracasei N1115[gi|58511xxxx],,,,,,,,,,
6595,Lactobacillus paracasei NRIC 1917[gi|76933xxxx],,,,,,,,,,
6596,Lactobacillus paracasei NRIC 1981[gi|76934xxxx],,,,,,,,,,
6597,Lactobacillus paracasei NRIC 0644[gi|76934xxxx],,,,,,,,,,
6598,Lactobacillus paracasei[gi|91184xxxx],,,,,,,,,,
6599,Lactobacillus helveticus[gi|55372xxxx],,,,,,,,,,
6600,Lactobacillus helveticus CIRM-BIA 953[gi|55082xxxx],,,,,,,,,,
6601,Lactobacillus helveticus[gi|93754xxxx],,,,,,,,,,
6602,Lactobacillus[gi|50437xxxx],,,,,,,,,,
6603,Lactobacillus helveticus H10[gi|32346xxxx],,,,,,,,,,
6604,Parcubacteria group bacterium GW2011_GWC1_34_10[gi|81827xxxx],,,,,,,,,,
6605,Mesoplasma chauliocola[gi|73829xxxx],,,,,,,,,,
6606,Lactobacillus helveticus[gi|50473xxxx],,,,,,,,,,
6607,Lactobacillus helveticus R0052[gi|40307xxxx],,,,,,,,,,
6608,Staphylococcus chromogenes[gi|73972xxxx],,,,,,,,,,
6609,Staphylococcus chromogenes MU 970[gi|64334xxxx],,,,,,,,,,
6610,Moorella thermoacetica[gi|49971xxxx],,,,,,,,,,
6611,Moorella thermoacetica ATCC 39073[gi|8359xxxx],,,,,,,,,,
6612,Moorella thermoacetica ATCC 39073[gi|8357xxxx],,,,,,,,,,
6613,Moorella thermoacetica Y72[gi|58691xxxx],,,,,,,,,,
6614,Moorella thermoacetica[gi|91582xxxx],,,,,,,,,,
6615,Moorella thermoacetica[gi|91582xxxx],,,,,,,,,,
6616,Marivirga tractuosa[gi|50321xxxx],,,,,,,,,,
6617,Marivirga tractuosa DSM 4126[gi|31294xxxx],,,,,,,,,,
6618,Staphylococcus[gi|48838xxxx],,,,,,,,,,
6619,Staphylococcus capitis C87[gi|31365xxxx],,,,,,,,,,
6620,Lactobacillus acidophilus[gi|48964xxxx],,,,,,,,,,
6621,Lactobacillus acidophilus NCFM[gi|5833xxxx],,,,,,,,,,
6622,Lactobacillus acidophilus NCFM[gi|5825xxxx],,,,,,,,,,
6623,Lactobacillus acidophilus ATCC 4796[gi|22786xxxx],,,,,,,,,,
6624,Lactobacillus acidophilus La-14[gi|48844xxxx],,,,,,,,,,
6625,Lactobacillus acidophilus DSM 9126[gi|52354xxxx],,,,,,,,,,
6626,Lactobacillus acidophilus CIRM-BIA 442[gi|52354xxxx],,,,,,,,,,
6627,Lactobacillus acidophilus DSM 20242[gi|52354xxxx],,,,,,,,,,
6628,Lactobacillus acidophilus CIRM-BIA 445[gi|52355xxxx],,,,,,,,,,
6629,Lactobacillus acidophilus CIP 76.13[gi|52355xxxx],,,,,,,,,,
6630,Lactobacillus acidophilus[gi|72554xxxx],,,,,,,,,,
6631,Lactobacillus acidophilus[gi|76152xxxx],,,,,,,,,,
6632,Lactobacillus gallinarum[gi|64057xxxx],,,,,,,,,,
6633,Lactobacillus[gi|50340xxxx],,,,,,,,,,
6634,Lactobacillus amylovorus[gi|32533xxxx],,,,,,,,,,
6635,Lactobacillus amylovorus GRL1118[gi|32718xxxx],,,,,,,,,,
6636,Lactobacillus amylovorus CAG:719[gi|52426xxxx],,,,,,,,,,
6637,Lactobacillus gallinarum[gi|93816xxxx],,,,,,,,,,
6638,Lactobacillus crispatus[gi|49203xxxx],,,,,,,,,,
6639,Lactobacillus crispatus MV-3A-US[gi|26057xxxx],,,,,,,,,,
6640,Lactobacillus crispatus FB049-03[gi|40558xxxx],,,,,,,,,,
6641,Lactobacillus crispatus FB077-07[gi|40560xxxx],,,,,,,,,,
6642,Lactobacillus crispatus 2029[gi|57500xxxx],,,,,,,,,,
6643,Chlamydia trachomatis[gi|89915xxxx],,,,,,,,,,
6644,Lactobacillus casei[gi|82349xxxx],,,,,,,,,,
6645,Prevotella dentalis[gi|49244xxxx],,,,,,,,,,
6646,Prevotella dentalis DSM 3688[gi|33960xxxx],,,,,,,,,,
6647,Prevotella dentalis DSM 3688[gi|43330xxxx],,,,,,,,,,
6648,Bacteroides salanitronis[gi|50338xxxx],,,,,,,,,,
6649,Bacteroides salanitronis DSM 18170[gi|32431xxxx],,,,,,,,,,
6650,Lactobacillus amylovorus[gi|50320xxxx],,,,,,,,,,
6651,Lactobacillus amylovorus GRL 1112[gi|31227xxxx],,,,,,,,,,
6652,Prevotella sp. CAG:617[gi|52482xxxx],,,,,,,,,,
6653,Staphylococcus lentus[gi|64824xxxx],,,,,,,,,,
6654,Lactobacillus ultunensis[gi|49420xxxx],,,,,,,,,,
6655,Lactobacillus ultunensis DSM 16047[gi|22786xxxx],,,,,,,,,,
6656,Staphylococcus[gi|82151xxxx],,,,,,,,,,
6657,Staphylococcus[gi|48841xxxx],,,,,,,,,,
6658,Staphylococcus simulans ACS-120-V-Sch1[gi|41087xxxx],,,,,,,,,,
6659,Staphylococcus simulans UMC-CNS-990[gi|55079xxxx],,,,,,,,,,
6660,Lactobacillus helveticus[gi|48972xxxx],,,,,,,,,,
6661,Lactobacillus helveticus DPC 4571[gi|16034xxxx],,,,,,,,,,
6662,Lactobacillus helveticus DSM 20075 = CGMCC 1.1877[gi|26008xxxx],,,,,,,,,,
6663,Lactobacillus helveticus CNRZ32[gi|52345xxxx],,,,,,,,,,
6664,Lactobacillus helveticus CIRM-BIA 104[gi|55253xxxx],,,,,,,,,,
6665,Lactobacillus helveticus CIRM-BIA 101[gi|55253xxxx],,,,,,,,,,
6666,Lactobacillus helveticus CIRM-BIA 103[gi|55255xxxx],,,,,,,,,,
6667,Lactobacillus helveticus CIRM-BIA 951[gi|55255xxxx],,,,,,,,,,
6668,Lactobacillus helveticus H9[gi|57802xxxx],,,,,,,,,,
6669,Lactobacillus helveticus[gi|69596xxxx],,,,,,,,,,
6670,Lactobacillus helveticus[gi|69598xxxx],,,,,,,,,,
6671,Lactobacillus helveticus[gi|77971xxxx],,,,,,,,,,
6672,Lactobacillus helveticus[gi|82074xxxx],,,,,,,,,,
6673,Lactobacillus rhamnosus ATCC 21052[gi|35755xxxx],,,,,,,,,,
6674,Prevotella copri[gi|49390xxxx],,,,,,,,,,
6675,Prevotella copri DSM 18205[gi|28140xxxx],,,,,,,,,,
6676,Prevotella copri CAG:164[gi|52430xxxx],,,,,,,,,,
6677,Staphylococcus[gi|82527xxxx],,,,,,,,,,
6678,Staphylococcus carnosus[gi|80542xxxx],,,,,,,,,,
6679,Staphylococcus carnosus subsp. utilis[gi|80348xxxx],,,,,,,,,,
6680,Staphylococcus aureus T35604[gi|59961xxxx],,,,,,,,,,
6681,Staphylococcus aureus LAMC6115[gi|58086xxxx],,,,,,,,,,
6682,Lactobacillus casei[gi|89615xxxx],,,,,,,,,,
6683,Lactobacillus[gi|64058xxxx],,,,,,,,,,
6684,Lactobacillus casei subsp. casei ATCC 393[gi|53067xxxx],,,,,,,,,,
6685,Staphylococcus aureus[gi|68639xxxx],,,,,,,,,,
6686,Staphylococcus sp. HGB0015[gi|51247xxxx],,,,,,,,,,
6687,Staphylococcus sp. HGB0015[gi|51205xxxx],,,,,,,,,,
6688,Lactobacillus paracasei[gi|91579xxxx],,,,,,,,,,
6689,Lactobacillus paracasei[gi|91000xxxx],,,,,,,,,,
6690,Staphylococcus aureus[gi|75746xxxx],,,,,,,,,,
6691,Lactobacillus casei group[gi|49817xxxx],,,,,,,,,,
6692,Lactobacillus[gi|49194xxxx],,,,,,,,,,
6693,Lactobacillus rhamnosus HN001[gi|19959xxxx],,,,,,,,,,
6694,Lactobacillus rhamnosus GG[gi|25714xxxx],,,,,,,,,,
6695,Lactobacillus rhamnosus GG[gi|25964xxxx],,,,,,,,,,
6696,Lactobacillus rhamnosus[gi|67428xxxx],,,,,,,,,,
6697,Lactobacillus rhamnosus[gi|85925xxxx],,,,,,,,,,
6698,Leptotrichia sp. oral taxon 879[gi|54562xxxx],,,,,,,,,,
6699,Leptotrichia sp. oral taxon 879 str. F0557[gi|54423xxxx],,,,,,,,,,
6700,Staphylococcus cohnii[gi|51829xxxx],,,,,,,,,,
6701,Staphylococcus cohnii subsp. cohnii[gi|81578xxxx],,,,,,,,,,
6702,Lactobacillus rhamnosus K32[gi|66890xxxx],,,,,,,,,,
6703,Bacteroidetes oral taxon 274[gi|49650xxxx],,,,,,,,,,
6704,Bacteroidetes oral taxon 274 str. F0058[gi|29827xxxx],,,,,,,,,,
6705,Lactobacillus[gi|49196xxxx],,,,,,,,,,
6706,Lactobacillus rhamnosus Lc 705[gi|25715xxxx],,,,,,,,,,
6707,Lactobacillus rhamnosus MTCC 5462[gi|32848xxxx],,,,,,,,,,
6708,Lactobacillus rhamnosus ATCC 8530[gi|35539xxxx],,,,,,,,,,
6709,Lactobacillus rhamnosus R0011[gi|35754xxxx],,,,,,,,,,
